,HEADCOUNT,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188
10,,Core Training,7515.0,7586.0,7689.0,7644.0,7627.0,7680.0,7642.0,7478.0,7578.0,7514.0,7391.0,8311.0,8284.0,8303.0,8359.0,8400.0,8367.0,8371.0,8392.0,8380.0,8345.0,8300.0,8224.0,8732.0,8556.0,8572.0,8635.0,8554.0,8538.0,8479.0,8433.0,8508.0,8440.0,8418.0,8321.0,8931.0,8793.0,8811.0,8814.0,8824.0,8805.0,8628.0,8544.0,8553.0,8517.0,8431.0,8370.0,8997.0,8795.0,8839.0,8808.0,8822.0,8789.0,8661.0,8592.0,8547.0,8511.0,8452.0,8335.0,8949.0,8873.0,8903.0,8872.0,8924.0,8921.0,8749.0,8712.0,8769.0,8698.0,8636.0,8508.0,9067.0,9046.0,9069.0,9085.0,9073.0,9033.0,8815.0,8715.0,8644.0,8591.0,8526.0,8402.0,9367.0,9128.0,9126.0,9099.0,9061.0,9020.0,8781.0,8641.0,8558.0,8511.0,8551.0,8397.0,9871.0,9908.0,10173.0,10283.0,10320.0,10344.0,10310.0,10297.0,10359.0,10311.0,10296.0,10140.0,11315.0,11426.0,11697.0,11802.0,12016.0,12012.0,11923.0,11975.0,12070.0,12058.0,12063.0,11897.0,13049.0,13297.0,13509.0,13629.0,13725.0,13818.0,13835.0,13978.0,14006.0,13983.0,13906.0,13477.0,14870.0,15261.0,15507.0,15787.0,15895.0,15908.0,15785.0,15812.0,15812.0,15800.0,15706.0,15110.0,16888.0,17153.0,17351.0,17559.0,17821.0,17862.0,17825.0,17941.0,18008.0,18064.0,18049.0,17466.0,18511.0,18640.0,19040.0,19274.0,19493.0,19659.0,19807.0,19954.0,20113.0,20229.0,20256.0,19598.0,20926.0,21239.0,21676.0,21903.0,22151.0,22265.0,22389.0,22512.0,22742.0,22807.0,22740.0,22179.0,23371.0,23749.0,24127.0,24337.0,210.0,0.008703941642143656,2434.0,0.11112632972652148
11,,Foundation Doctor Year 2,6190.0,6182.0,6202.0,6248.0,6231.0,6236.0,6228.0,6263.0,6224.0,6224.0,6196.0,6512.0,6394.0,6396.0,6397.0,6447.0,6431.0,6439.0,6432.0,6413.0,6348.0,6335.0,6334.0,6610.0,6458.0,6463.0,6457.0,6472.0,6488.0,6514.0,6495.0,6508.0,6468.0,6450.0,6438.0,6609.0,6482.0,6509.0,6524.0,6576.0,6559.0,6538.0,6535.0,6557.0,6513.0,6491.0,6476.0,6660.0,6491.0,6500.0,6502.0,6522.0,6530.0,6518.0,6513.0,6508.0,6474.0,6471.0,6458.0,6768.0,6648.0,6625.0,6633.0,6673.0,6653.0,6628.0,6626.0,6608.0,6580.0,6583.0,6554.0,6857.0,6626.0,6636.0,6662.0,6700.0,6680.0,6657.0,6658.0,6655.0,6632.0,6618.0,6567.0,6748.0,6593.0,6601.0,6605.0,6627.0,6639.0,6621.0,6601.0,6610.0,6591.0,6588.0,6512.0,6787.0,6558.0,6601.0,6631.0,6604.0,6611.0,6568.0,6570.0,6608.0,6584.0,6541.0,6515.0,6766.0,5560.0,5597.0,5633.0,5551.0,5537.0,5552.0,5541.0,5670.0,5613.0,5590.0,5509.0,5752.0,5678.0,5646.0,5681.0,5721.0,5716.0,5790.0,5825.0,5974.0,5971.0,6107.0,6058.0,6171.0,6171.0,6162.0,6194.0,6296.0,6278.0,6207.0,6282.0,6245.0,6228.0,6270.0,6207.0,6345.0,6292.0,6320.0,6352.0,6346.0,6306.0,6326.0,6347.0,6386.0,6377.0,6383.0,6290.0,6394.0,6323.0,6356.0,6388.0,6427.0,6440.0,6460.0,6514.0,6517.0,6527.0,6528.0,6477.0,7095.0,7159.0,6993.0,7008.0,6974.0,7005.0,6963.0,6938.0,6989.0,6966.0,6907.0,6848.0,7661.0,7567.0,7555.0,7540.0,-15.0,-0.001985440105890139,532.0,0.07591324200913242
12,,Foundation Doctor Year 1,6121.0,6158.0,6162.0,6185.0,6177.0,6195.0,6185.0,6182.0,6173.0,6165.0,7140.0,6209.0,6180.0,6188.0,6193.0,6195.0,6195.0,6198.0,6195.0,6185.0,6182.0,6177.0,7398.0,6244.0,6193.0,6220.0,6212.0,6216.0,6213.0,6205.0,6205.0,6217.0,6196.0,6188.0,10648.0,6190.0,6180.0,6206.0,6199.0,6226.0,6205.0,6204.0,6192.0,6207.0,6201.0,6197.0,8134.0,6505.0,6413.0,6423.0,6411.0,6390.0,6356.0,6384.0,6384.0,6400.0,6382.0,6381.0,8707.0,6302.0,6310.0,6311.0,6327.0,6349.0,6339.0,6349.0,6337.0,6343.0,6317.0,6334.0,8747.0,6464.0,6391.0,6383.0,6377.0,6372.0,6360.0,6363.0,6358.0,6374.0,6355.0,6347.0,8486.0,6254.0,6217.0,6238.0,6239.0,6223.0,6167.0,6182.0,6218.0,6229.0,6221.0,6175.0,8125.0,6216.0,6163.0,6165.0,6175.0,6177.0,6175.0,6173.0,6182.0,6181.0,6176.0,6180.0,8428.0,6424.0,6294.0,6312.0,6316.0,6303.0,6272.0,6285.0,6299.0,6291.0,6279.0,6276.0,7802.0,6501.0,6482.0,6485.0,6494.0,6451.0,6459.0,6480.0,6676.0,7825.0,9277.0,9353.0,9688.0,6435.0,6424.0,6441.0,6487.0,6484.0,6510.0,6517.0,6511.0,6475.0,6462.0,6467.0,8374.0,6673.0,6658.0,6645.0,6636.0,6560.0,6590.0,6580.0,6608.0,6595.0,6598.0,6580.0,7917.0,7302.0,7298.0,7296.0,7273.0,7190.0,7194.0,7155.0,7121.0,7078.0,7057.0,7050.0,8221.0,7789.0,7738.0,7728.0,7713.0,7661.0,7663.0,7660.0,7641.0,7570.0,7549.0,7520.0,8756.0,8493.0,8409.0,8417.0,8384.0,-33.0,-0.003920636806463111,671.0,0.08699598081161675
13,,Hospital Practitioner / Clinical Assistant,3753.0,3729.0,3738.0,3684.0,3646.0,3634.0,3599.0,3522.0,3464.0,3449.0,3386.0,3336.0,3237.0,3227.0,3203.0,3170.0,3129.0,3099.0,3052.0,2915.0,2861.0,2839.0,2790.0,2771.0,2707.0,2667.0,2654.0,2602.0,2570.0,2498.0,2466.0,2418.0,2372.0,2342.0,2299.0,2274.0,2239.0,2224.0,2185.0,2182.0,2143.0,2151.0,2112.0,1940.0,1934.0,1946.0,1922.0,1913.0,1942.0,1905.0,1904.0,1906.0,1917.0,1907.0,1912.0,1915.0,1903.0,1881.0,1863.0,1852.0,1817.0,1836.0,1827.0,1826.0,1812.0,1798.0,1817.0,1794.0,1795.0,1796.0,1767.0,1763.0,1762.0,1760.0,1749.0,1744.0,1771.0,1745.0,1732.0,1754.0,1678.0,1724.0,1694.0,1710.0,1748.0,1726.0,1707.0,1705.0,1709.0,1698.0,1710.0,1708.0,1705.0,1721.0,1729.0,1734.0,1722.0,1727.0,1740.0,1751.0,1765.0,1757.0,1747.0,1714.0,1722.0,1712.0,1702.0,1716.0,1727.0,1729.0,1750.0,1747.0,1764.0,1763.0,1774.0,1763.0,1746.0,1740.0,1690.0,1690.0,1684.0,1636.0,1650.0,1664.0,1658.0,1654.0,1666.0,1654.0,1643.0,1617.0,1615.0,1639.0,1661.0,1657.0,1669.0,1663.0,1673.0,1692.0,1705.0,1670.0,1671.0,1682.0,1683.0,1689.0,1698.0,1688.0,1685.0,1677.0,1671.0,1666.0,1679.0,1647.0,1644.0,1656.0,1631.0,1634.0,1644.0,1713.0,1724.0,1733.0,1708.0,1715.0,1714.0,1694.0,1684.0,1695.0,1710.0,1683.0,1705.0,1763.0,1771.0,1778.0,1776.0,1776.0,1789.0,1856.0,1864.0,1877.0,1867.0,1871.0,1914.0,1928.0,1941.0,13.0,0.006742738589211619,170.0,0.09599096555618294
14,,Other HCHS Doctor Grades,1981.0,1998.0,2004.0,1994.0,1990.0,1978.0,1965.0,1968.0,1945.0,1927.0,1907.0,1875.0,1850.0,1855.0,1862.0,1851.0,1840.0,1847.0,1837.0,1799.0,1775.0,1781.0,1762.0,1787.0,1743.0,1753.0,1763.0,1763.0,1767.0,1671.0,1665.0,1637.0,1575.0,1568.0,1554.0,1555.0,1523.0,1507.0,1502.0,1513.0,1508.0,1510.0,1505.0,1439.0,1435.0,1416.0,1418.0,1431.0,1428.0,1420.0,1412.0,1403.0,1424.0,1434.0,1433.0,1442.0,1434.0,1430.0,1418.0,1427.0,1447.0,1448.0,1457.0,1440.0,1432.0,1422.0,1413.0,1416.0,1406.0,1400.0,1385.0,1382.0,1407.0,1416.0,1416.0,1400.0,1383.0,1361.0,1352.0,1361.0,1354.0,1354.0,1349.0,1340.0,1328.0,1337.0,1368.0,1358.0,1408.0,1410.0,1385.0,1383.0,1386.0,1379.0,1366.0,1320.0,1349.0,1362.0,1372.0,1331.0,1324.0,1317.0,1320.0,1372.0,1373.0,1377.0,1381.0,1368.0,1394.0,1408.0,1381.0,1382.0,1453.0,1448.0,1440.0,1367.0,1358.0,1340.0,1358.0,1334.0,1376.0,1363.0,1348.0,1330.0,1326.0,1335.0,1368.0,1366.0,1351.0,1299.0,1291.0,1298.0,1313.0,1316.0,1336.0,1334.0,1343.0,1329.0,1321.0,1335.0,1325.0,1329.0,1328.0,1342.0,1346.0,1355.0,1367.0,1361.0,1353.0,1353.0,1352.0,1334.0,1309.0,1312.0,1283.0,1266.0,1279.0,1294.0,1298.0,1305.0,1294.0,1294.0,1284.0,1260.0,1244.0,1248.0,1259.0,1281.0,1298.0,1298.0,1306.0,1301.0,1298.0,1280.0,1275.0,1270.0,1278.0,1276.0,1307.0,1302.0,1324.0,1323.0,1336.0,13.0,0.009826152683295541,30.0,0.022970903522205207
15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,Nurses & health visitors,315436.0,317736.0,318261.0,316957.0,317945.0,318408.0,318935.0,318731.0,318015.0,317657.0,316959.0,316033.0,316861.0,318606.0,318471.0,317110.0,317611.0,317511.0,317157.0,315958.0,315132.0,314436.0,313491.0,312174.0,313379.0,314257.0,313747.0,312577.0,313318.0,310075.0,310359.0,310563.0,307401.0,306599.0,305946.0,304476.0,305846.0,307953.0,308388.0,307496.0,308235.0,308599.0,308782.0,308781.0,308009.0,307841.0,307344.0,306008.0,308316.0,310652.0,312054.0,311211.0,312674.0,313289.0,314097.0,313701.0,313115.0,312427.0,311117.0,309845.0,312176.0,314606.0,315260.0,314407.0,315143.0,315606.0,316117.0,315643.0,314820.0,314553.0,313388.0,312190.0,314966.0,318516.0,319276.0,317669.0,318640.0,319175.0,318912.0,318804.0,318358.0,317428.0,316423.0,315499.0,318104.0,321085.0,321297.0,318845.0,319876.0,319678.0,319845.0,318796.0,317737.0,316725.0,315485.0,314368.0,317980.0,321393.0,321169.0,319355.0,320422.0,319965.0,319962.0,319183.0,318595.0,317884.0,317231.0,316303.0,320324.0,324513.0,324409.0,322724.0,323995.0,324596.0,324872.0,324800.0,324062.0,323954.0,323810.0,322810.0,326942.0,330725.0,331983.0,331517.0,332976.0,334282.0,336113.0,337359.0,337530.0,337604.0,337038.0,337347.0,340518.0,341879.0,343240.0,342270.0,344077.0,345759.0,347385.0,346781.0,346582.0,346802.0,347129.0,347386.0,350309.0,352826.0,354427.0,353956.0,356141.0,357426.0,358021.0,356202.0,356703.0,356346.0,356096.0,356389.0,359495.0,363326.0,365180.0,364871.0,367802.0,369608.0,370809.0,370908.0,371741.0,372605.0,373389.0,374137.0,378326.0,383862.0,386552.0,387171.0,389621.0,391570.0,392901.0,393879.0,394685.0,395085.0,395434.0,395446.0,399559.0,403052.0,405014.0,1962.0,0.0048678582416164665,18462.0,0.04776071524659037
17,,Midwives,23540.0,23897.0,24068.0,23929.0,24070.0,24060.0,24030.0,24089.0,24133.0,24108.0,24008.0,24057.0,24151.0,24283.0,24427.0,24295.0,24421.0,24482.0,24628.0,24605.0,24676.0,24650.0,24584.0,24524.0,24519.0,24839.0,24994.0,25015.0,25095.0,25031.0,25000.0,24955.0,24959.0,24988.0,24960.0,24851.0,24765.0,25160.0,25393.0,25272.0,25301.0,25261.0,25274.0,25175.0,25186.0,25234.0,25169.0,25002.0,25006.0,25437.0,25756.0,25632.0,25659.0,25615.0,25586.0,25611.0,25583.0,25551.0,25475.0,25413.0,25333.0,25792.0,26082.0,25953.0,25913.0,25873.0,25860.0,25711.0,25722.0,25711.0,25555.0,25407.0,25418.0,25983.0,26274.0,26053.0,26110.0,26099.0,25971.0,25882.0,25855.0,25832.0,25684.0,25510.0,25466.0,26099.0,26296.0,26063.0,26148.0,26132.0,26081.0,26060.0,26060.0,25935.0,25792.0,25583.0,25704.0,26443.0,26588.0,26356.0,26519.0,26395.0,26331.0,26299.0,26130.0,26062.0,26028.0,25813.0,25866.0,26570.0,26637.0,26475.0,26536.0,26422.0,26429.0,26368.0,26245.0,26192.0,26071.0,25978.0,26062.0,26694.0,26837.0,26656.0,26751.0,26752.0,26737.0,26664.0,26649.0,26653.0,26597.0,26562.0,26840.0,27272.0,27417.0,27201.0,27189.0,27154.0,27188.0,27031.0,26892.0,26722.0,26556.0,26354.0,26418.0,26901.0,27006.0,26781.0,26779.0,26696.0,26636.0,26364.0,26323.0,26181.0,26041.0,25876.0,26075.0,26856.0,26993.0,26850.0,27127.0,27157.0,27122.0,27007.0,26971.0,27009.0,26984.0,26855.0,27065.0,28089.0,28366.0,28326.0,28554.0,28658.0,28724.0,28707.0,28643.0,28657.0,28635.0,28579.0,28898.0,29671.0,29996.0,325.0,0.010953456236729466,1630.0,0.05746316012127194
18,,Ambulance staff,17666.0,17849.0,17909.0,17916.0,18078.0,18206.0,18269.0,18250.0,18181.0,18217.0,18187.0,18166.0,18169.0,18284.0,18279.0,18258.0,18339.0,18438.0,18427.0,18363.0,18349.0,18325.0,18296.0,18340.0,18393.0,18523.0,18559.0,18556.0,18546.0,18565.0,18547.0,18541.0,18443.0,18401.0,18388.0,18306.0,18379.0,18557.0,18533.0,18521.0,18541.0,18580.0,18516.0,18529.0,18466.0,18359.0,18358.0,18363.0,18419.0,18578.0,18542.0,18514.0,18496.0,18488.0,18450.0,18384.0,18300.0,18281.0,18242.0,18266.0,18374.0,18439.0,18439.0,18421.0,18463.0,18477.0,18591.0,18599.0,18487.0,18550.0,18666.0,18698.0,18862.0,19044.0,19075.0,19000.0,19060.0,19192.0,19406.0,19524.0,19629.0,19759.0,19902.0,20081.0,20195.0,20507.0,20548.0,20481.0,20840.0,20872.0,20897.0,20989.0,21080.0,21100.0,21095.0,21240.0,21455.0,21649.0,21722.0,21695.0,21755.0,21815.0,21775.0,21874.0,21900.0,21934.0,21959.0,22007.0,22245.0,22492.0,22567.0,22563.0,22669.0,22698.0,22924.0,16765.0,16775.0,16769.0,16941.0,17005.0,17241.0,17508.0,17708.0,17667.0,17789.0,17817.0,17862.0,17936.0,17980.0,18030.0,18080.0,18279.0,18475.0,18587.0,18642.0,18644.0,18677.0,18785.0,18895.0,18913.0,18879.0,18843.0,18849.0,18786.0,18948.0,19190.0,19325.0,19234.0,19281.0,19305.0,19326.0,19191.0,19143.0,19127.0,19172.0,19284.0,19475.0,19704.0,19877.0,19742.0,19884.0,19958.0,20036.0,20026.0,20016.0,20108.0,20218.0,20359.0,20630.0,20899.0,21059.0,21011.0,21066.0,21202.0,21495.0,21595.0,21618.0,21622.0,21750.0,21921.0,22316.0,22624.0,22860.0,236.0,0.01043140028288543,1801.0,0.08552162970701363
19,,"Scientific, therapeutic & technical staff",137252.0,138388.0,138814.0,139202.0,138809.0,138722.0,138844.0,138813.0,138411.0,138509.0,138327.0,139432.0,140599.0,141420.0,141966.0,142201.0,142199.0,142406.0,142310.0,141531.0,141233.0,141054.0,140799.0,141195.0,141782.0,142138.0,142005.0,142090.0,142289.0,140919.0,140739.0,140900.0,139200.0,138844.0,139146.0,139414.0,140035.0,140721.0,140698.0,140533.0,141049.0,141277.0,141211.0,140999.0,140681.0,140646.0,141246.0,141380.0,142701.0,143389.0,143796.0,143794.0,144441.0,144256.0,144076.0,143464.0,142722.0,142268.0,142438.0,143077.0,144540.0,145109.0,145444.0,145142.0,145370.0,145276.0,145268.0,144999.0,144127.0,144235.0,144387.0,145170.0,146792.0,147262.0,147843.0,147493.0,147783.0,148289.0,148076.0,147845.0,147485.0,147276.0,147518.0,148966.0,150529.0,151448.0,151728.0,151126.0,152015.0,152019.0,152169.0,152028.0,151847.0,151908.0,152700.0,153538.0,154923.0,156041.0,156429.0,155884.0,156907.0,156794.0,156678.0,156758.0,156399.0,156345.0,157238.0,157972.0,159674.0,161103.0,161436.0,161044.0,161919.0,161918.0,161877.0,162396.0,162037.0,161857.0,162691.0,163274.0,164772.0,165678.0,166282.0,166084.0,166829.0,166970.0,167587.0,167295.0,167349.0,168328.0,169073.0,170038.0,171508.0,172303.0,173266.0,173135.0,173858.0,174345.0,175007.0,174436.0,174404.0,174016.0,173852.0,174773.0,176451.0,177180.0,178244.0,177963.0,178652.0,179029.0,179138.0,178209.0,178101.0,177901.0,177660.0,178661.0,180526.0,181982.0,182736.0,182574.0,183653.0,184347.0,184846.0,184616.0,184907.0,185030.0,185882.0,186762.0,189089.0,191246.0,191958.0,192054.0,193373.0,193610.0,193908.0,194011.0,193903.0,193832.0,194667.0,195133.0,198069.0,199119.0,199777.0,658.0,0.003304556571698331,7819.0,0.04073286864835016
20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,Support to clinical staff,341282.0,342129.0,343043.0,342664.0,344479.0,345371.0,345673.0,345405.0,344982.0,345217.0,345117.0,344888.0,345328.0,344736.0,344363.0,342824.0,343521.0,343288.0,342401.0,339153.0,338572.0,338134.0,336106.0,335143.0,334787.0,334085.0,333529.0,331636.0,332587.0,329447.0,328610.0,328424.0,326531.0,325883.0,326068.0,325166.0,325251.0,325646.0,326085.0,325738.0,327348.0,327781.0,327717.0,327433.0,327129.0,327657.0,328281.0,328053.0,330407.0,329362.0,330510.0,330631.0,333510.0,334798.0,336183.0,337051.0,336864.0,337722.0,338205.0,337684.0,340720.0,339660.0,340678.0,340635.0,343160.0,344080.0,345084.0,344863.0,344941.0,346677.0,346979.0,346991.0,350053.0,350072.0,351906.0,350634.0,353628.0,355820.0,356208.0,356256.0,356868.0,357673.0,358179.0,358538.0,360371.0,360363.0,361566.0,359590.0,363260.0,363382.0,364560.0,364304.0,364795.0,365372.0,365988.0,364900.0,365966.0,366385.0,367085.0,365571.0,369746.0,369679.0,369499.0,370078.0,369431.0,369753.0,370819.0,370225.0,371382.0,371645.0,373161.0,372460.0,376635.0,378131.0,379335.0,387170.0,387622.0,389503.0,390934.0,389421.0,392710.0,393401.0,395309.0,395114.0,398988.0,400683.0,403740.0,412922.0,420177.0,427690.0,428549.0,417614.0,411635.0,411967.0,415221.0,414682.0,419438.0,427162.0,431835.0,430795.0,429159.0,430005.0,429141.0,428245.0,428757.0,427839.0,430049.0,427589.0,431742.0,433392.0,434518.0,433196.0,434916.0,435505.0,435564.0,435758.0,438555.0,440948.0,443420.0,443192.0,450448.0,452938.0,455287.0,456010.0,458644.0,459841.0,461560.0,461176.0,463701.0,465643.0,468092.0,467294.0,472325.0,473537.0,473203.0,473399.0,473134.0,473197.0,473003.0,471119.0,472349.0,471894.0,472372.0,478.0,0.0010129393465481654,4280.0,0.009143501704793075
22,,"Support to doctors, nurses & midwives",268874.0,269134.0,269528.0,269237.0,270582.0,271187.0,271319.0,270983.0,270532.0,270804.0,270802.0,270501.0,270747.0,270192.0,269534.0,268176.0,268683.0,268623.0,267801.0,265402.0,264800.0,264441.0,262943.0,262145.0,261922.0,261247.0,260678.0,259246.0,260076.0,257522.0,256979.0,256640.0,255117.0,254689.0,255404.0,254694.0,255021.0,255159.0,255455.0,255200.0,256183.0,256582.0,256465.0,256374.0,256219.0,256682.0,257162.0,257178.0,259002.0,258174.0,257969.0,258187.0,260288.0,261205.0,262011.0,262289.0,262248.0,263118.0,263663.0,263159.0,265590.0,264675.0,265398.0,265278.0,267224.0,267905.0,268563.0,268733.0,268454.0,269624.0,269929.0,270165.0,272588.0,272608.0,273871.0,273087.0,275454.0,277359.0,277676.0,277470.0,278067.0,278384.0,278454.0,278650.0,280224.0,279790.0,280758.0,279350.0,282225.0,282676.0,283213.0,283096.0,283601.0,283884.0,284306.0,283578.0,284513.0,284314.0,284612.0,283463.0,286610.0,286365.0,286312.0,286827.0,286273.0,286202.0,286936.0,286464.0,287500.0,287240.0,288423.0,288200.0,291118.0,292251.0,293391.0,294289.0,294607.0,296275.0,297332.0,297100.0,299166.0,299136.0,300240.0,299936.0,302713.0,304051.0,306261.0,314750.0,321523.0,327302.0,327633.0,317840.0,311349.0,310205.0,312373.0,311942.0,315175.0,321216.0,324906.0,323707.0,322120.0,322542.0,321605.0,320689.0,320640.0,319482.0,320976.0,318966.0,321178.0,322105.0,322845.0,321819.0,323412.0,324063.0,324003.0,324128.0,325496.0,326985.0,328761.0,328574.0,333157.0,334602.0,336734.0,337113.0,338838.0,339730.0,341144.0,341033.0,342354.0,343355.0,345066.0,344192.0,347346.0,347932.0,347330.0,347096.0,346531.0,346116.0,345529.0,344235.0,344291.0,343761.0,343607.0,-154.0,-0.0004479856644587373,-1459.0,-0.0042281766386720225
23,,Support to ambulance staff,14159.0,14193.0,14344.0,14285.0,14380.0,14556.0,14488.0,14413.0,14423.0,14424.0,14472.0,14513.0,14563.0,14573.0,14634.0,14474.0,14527.0,14391.0,14390.0,14268.0,14216.0,14174.0,14106.0,14127.0,14043.0,14027.0,13980.0,13799.0,13770.0,13767.0,13678.0,13656.0,13666.0,13642.0,13241.0,13233.0,13249.0,13452.0,13450.0,13346.0,13631.0,13717.0,13775.0,13539.0,13501.0,13696.0,13753.0,13701.0,13898.0,13826.0,14117.0,13897.0,14144.0,14119.0,14123.0,14304.0,14282.0,14395.0,14392.0,14499.0,14687.0,14918.0,14975.0,14944.0,15234.0,15359.0,15498.0,15264.0,15701.0,15910.0,15933.0,15845.0,15969.0,15785.0,15982.0,15697.0,15885.0,15988.0,15886.0,15805.0,15732.0,15659.0,15996.0,16242.0,16465.0,16534.0,16569.0,16308.0,16442.0,16365.0,16465.0,16351.0,16360.0,16247.0,16198.0,16105.0,16152.0,16472.0,16519.0,16263.0,16621.0,16776.0,16581.0,16621.0,16491.0,16566.0,16646.0,16786.0,16837.0,17066.0,17230.0,17006.0,17354.0,17397.0,17461.0,24056.0,24151.0,24031.0,24111.0,23476.0,23723.0,24270.0,24577.0,24496.0,24649.0,24676.0,24928.0,25374.0,25600.0,26019.0,26184.0,26206.0,26446.0,26592.0,26743.0,26515.0,26822.0,26918.0,26925.0,27093.0,26924.0,26935.0,26950.0,27014.0,26923.0,27029.0,27083.0,26707.0,27157.0,27260.0,27273.0,27227.0,27316.0,27227.0,27269.0,27312.0,27393.0,27561.0,27557.0,27328.0,28020.0,28061.0,27735.0,27791.0,28060.0,28028.0,28307.0,28390.0,28458.0,28650.0,28807.0,28633.0,29199.0,29374.0,29382.0,29327.0,29355.0,29429.0,29538.0,29667.0,29804.0,29800.0,29812.0,12.0,0.00040268456375838925,1005.0,0.03488735376818135
